CODGEO,PMIMP,DECUC_Q2,DECUC_Q1,DECUC_Q3,BREV,DECUC_D1,DECUC_D9,DECUC_D1D9,DISP_Q2,DISP_Q1,DISP_Q3,TP60,DISP_D1,DISP_D9,DISP_D1D9,PACT,PPEN,PPSOC,PIMPOT,PPAT,NOTE_FILO,C,C_C2SNP,C_C2SP,NOTE_CNAM,A,APPA,ARSAS,AAAH,NOTE_CNAF,annee
65440,"38,3",16900,8890.0,24920.0,"37,1",2230.0,34570.0,"15,5",17880,12810.0,24200.0,"26,3",9740.0,31970.0,"3,3","60,1","36,9","10,9","-15,5","7,59999999999999",0,39201.0,6862.0,2313.0,0.0,15537.0,4779.0,2471.0,2042.0,0.0,2022
66065,"36,2",17150,10730.0,24190.0,"32,8",5390.0,33110.0,"6,1",18090,13580.0,23760.0,"22,2",10370.0,31070.0,3,"65,2","31,2","9,1","-14,8","9,3",0,8279.0,960.0,299.0,0.0,2243.0,915.0,391.0,218.0,0.0,2022
66136,"36,1",14930,6220.0,24350.0,"44,3",310.0,35580.0,"114,4",16630,11690.0,23770.0,"32,6",8870.0,32870.0,"3,7","58,2","34,4","13,5","-16,8","10,7",0,115080.0,30180.0,6059.0,0.0,39007.0,11627.0,11034.0,4378.0,0.0,2022
67043,"43,6",17310,9370.0,25240.0,36,3530.0,34230.0,"9,7",18050,12960.0,24390.0,"25,5",9680.0,31550.0,"3,3","71,6","27,6","10,2","-15,3","5,90000000000001",0,18128.0,2844.0,372.0,0.0,4848.0,1874.0,933.0,372.0,0.0,2022
6704367447,"44,9",17430,9160.0,25960.0,36,3540.0,35920.0,"10,1",18210,12910.0,24980.0,"25,7",9690.0,33130.0,"3,4","74,1","25,2","9,9",-16,"6,80000000000001",0,51554.0,7912.0,1166.0,0.0,14206.0,5241.0,2630.0,1097.0,0.0,2022
67046,"43,6",18580,11450.0,25810.0,"30,4",6000.0,33800.0,"5,6",19180,14280.0,24980.0,"19,6",10560.0,31650.0,3,"73,3","26,7",8,"-14,5","6,5",0,12258.0,1133.0,324.0,0.0,2985.0,971.0,374.0,607.0,0.0,2022
67180,"53,8",21800,14450.0,30510.0,"21,4",7580.0,42320.0,"5,6",21720,16030.0,28910.0,"14,4",11680.0,38750.0,"3,3","74,6","28,9","5,3","-18,4","9,59999999999999",0,33942.0,2776.0,506.0,0.0,7309.0,2856.0,1028.0,715.0,0.0,2022
67218,"57,1",22750,14670.0,32490.0,"21,1",7200.0,45450.0,"6,3",22530,16240.0,30470.0,"14,5",11500.0,41190.0,"3,6","74,5","30,6","4,9","-19,1","9,09999999999999",0,25561.0,1882.0,218.0,0.0,6332.0,2114.0,664.0,468.0,0.0,2022
67267,"54,5",21260,12990.0,29720.0,"24,9",6340.0,40420.0,"6,4",21290,15520.0,28080.0,"16,4",11180.0,37100.0,"3,3","72,2","30,1","6,4","-17,9","9,19999999999999",0,19506.0,1854.0,361.0,0.0,4265.0,1672.0,572.0,357.0,0.0,2022
67437,"49,3",20380,12750.0,30190.0,"25,7",6150.0,43940.0,"7,1",20540,14740.0,28520.0,18,10800.0,39720.0,"3,7","72,5","30,2","6,1","-18,2","9,40000000000001",0,11279.0,901.0,171.0,0.0,2489.0,907.0,334.0,281.0,0.0,2022
67447,"45,6",17530,9030.0,26450.0,36,3560.0,36950.0,"10,4",18300,12890.0,25400.0,"25,8",9700.0,33890.0,"3,5","75,3","23,9","9,8","-16,4","7,40000000000001",0,33426.0,5068.0,794.0,0.0,9358.0,3367.0,1697.0,725.0,0.0,2022
67482,"47,2",17990,8910.0,29230.0,"36,5",2970.0,44470.0,"14,9",18790,12800.0,27720.0,"26,2",9330.0,39810.0,"4,3","76,2","24,1","8,7","-19,9","10,9",0,287552.0,44250.0,7293.0,0.0,92978.0,26177.0,15272.0,5685.0,0.0,2022
68063,"50,3",20850,13700.0,28770.0,"22,5",7990.0,39800.0,5,21040,15870.0,27610.0,13,12110.0,36570.0,3,74,29,"6,4","-15,9","6,5",0,11021.0,617.0,169.0,0.0,2472.0,869.0,258.0,496.0,0.0,2022
68066,"48,9",19480,11480.0,28690.0,"29,2",5370.0,41690.0,"7,8",19850,14090.0,27320.0,"20,4",10360.0,38040.0,"3,7","73,8","28,2",7,"-18,4","9,40000000000001",0,63264.0,5867.0,1348.0,0.0,15230.0,5592.0,2128.0,1688.0,0.0,2022
6815468224,38,14880,7530.0,23910.0,44,2290.0,36050.0,"15,8",16600,11990.0,23490.0,"31,3",9080.0,33330.0,"3,7","71,1","26,3","11,8","-16,6","7,40000000000001",0,128594.0,22688.0,3674.0,0.0,34242.0,10467.0,7279.0,3702.0,0.0,2022
68224,"36,7",14160,7070.0,23260.0,"46,3",1850.0,35690.0,"19,3",16100,11710.0,22950.0,"33,2",8920.0,33050.0,"3,7",71,"25,7","12,4","-16,8","7,69999999999999",0,114008.0,21402.0,3450.0,0.0,31455.0,9515.0,6846.0,3404.0,0.0,2022
68297,"56,7",22880,12750.0,37420.0,"25,3",5740.0,58130.0,"10,1",22410,14810.0,34150.0,"19,1",10210.0,51100.0,5,"85,2","24,5","4,8","-20,9","6,40000000000001",0,21080.0,1847.0,305.0,0.0,3494.0,1004.0,692.0,339.0,0.0,2022
68376,"49,2",20530,14080.0,28210.0,"21,8",7940.0,37730.0,"4,8",20960,15710.0,27160.0,"13,7",11950.0,34980.0,"2,9",73,31,"5,9","-15,4","5,5",0,14741.0,1080.0,173.0,0.0,2830.0,1020.0,403.0,287.0,0.0,2022
69019,"45,6",20200,14280.0,27010.0,"20,7",8530.0,35580.0,"4,2",20950,16160.0,26420.0,"12,9",12250.0,33930.0,"2,8","75,4","23,9","6,7","-14,7","8,70000000000002",0,12841.0,657.0,231.0,0.0,3079.0,1022.0,233.0,279.0,0.0,2022
69027,"63,2",25550,17850.0,35460.0,"13,9",10560.0,47760.0,"4,5",25090,18830.0,33470.0,"8,7",13550.0,43530.0,"3,2","77,1","27,5","3,8","-19,2","10,8",0,12158.0,553.0,134.0,0.0,2178.0,693.0,211.0,143.0,0.0,2022
69029,"52,1",20150,11330.0,29700.0,"29,7",5340.0,41740.0,"7,8",20580,14130.0,28280.0,"20,7",10320.0,38210.0,"3,7","75,1","27,4","7,2","-18,3","8,59999999999999",0,40762.0,4343.0,1180.0,0.0,10512.0,3449.0,1348.0,821.0,0.0,2022
6902969256,"42,3",16190,8540.0,24880.0,"39,6",3400.0,34810.0,"10,2",17750,12590.0,24480.0,"27,5",9440.0,32480.0,"3,4","73,3","24,4","11,1","-15,5","6,69999999999999",0,93774.0,15055.0,3062.0,0.0,24522.0,8212.0,4440.0,1998.0,0.0,2022
69091,"35,3",15490,7870.0,22710.0,"41,5",2780.0,29900.0,"10,7",17120,12290.0,22850.0,29,9120.0,28570.0,"3,1",67,"27,3","12,8","-12,8","5,7",0,20869.0,3702.0,559.0,0.0,5237.0,1708.0,1028.0,545.0,0.0,2022
690926911569264,"46,2",18550,10400.0,26980.0,32,4750.0,37100.0,"7,8",19430,13790.0,26220.0,"21,3",10310.0,34680.0,"3,4","69,3","29,6","8,5",-16,"8,59999999999999",0,49206.0,6523.0,1425.0,0.0,11781.0,4380.0,1805.0,1090.0,0.0,2022
69096,"48,5",19690,13110.0,26810.0,"24,6",7170.0,34290.0,"4,8",20370,15250.0,25930.0,"15,3",11420.0,32280.0,"2,8","78,6","23,7","7,8","-15,5","5,40000000000001",0,9701.0,678.0,256.0,0.0,2022.0,666.0,218.0,146.0,0.0,2022
69123,"60,5",24530,14610.0,36920.0,"21,5",6890.0,53260.0,"7,7",23890,16270.0,33920.0,"14,9",11280.0,47280.0,"4,2",83,"21,2","4,7","-22,4","13,5",0,508870.0,44426.0,9500.0,0.0,156028.0,42085.0,16354.0,9127.0,0.0,2022
6912369259,"58,2",23010,13150.0,35120.0,"24,6",5970.0,51030.0,"8,6",22700,15360.0,32430.0,"17,1",10760.0,45460.0,"4,2","81,9","21,4","5,5","-21,7","12,9",0,581393.0,59135.0,12156.0,0.0,175179.0,48345.0,20384.0,11055.0,0.0,2022
6914269149,"56,7",22330,14550.0,30690.0,"21,2",7180.0,41360.0,"5,8",22190,16130.0,28970.0,"14,4",11530.0,37690.0,"3,3","77,3",27,"5,5","-18,3","8,49999999999999",0,32485.0,2613.0,572.0,0.0,7993.0,2570.0,881.0,593.0,0.0,2022
69143,"54,9",22240,14490.0,30720.0,"20,6",7870.0,41820.0,"5,3",22210,15990.0,29350.0,13,11790.0,38450.0,"3,3","73,5","29,7","5,5","-17,3","8,59999999999999",0,7694.0,566.0,88.0,0.0,1736.0,649.0,211.0,146.0,0.0,2022
69152,"48,1",19270,11270.0,26930.0,"29,4",4860.0,35170.0,"7,2",20080,14120.0,26020.0,"20,1",10370.0,32810.0,"3,2",75,"25,7","8,7","-14,9","5,5",0,10791.0,1252.0,211.0,0.0,2646.0,850.0,380.0,211.0,0.0,2022
69199,"32,7",13730,7510.0,20650.0,"47,1",2830.0,27340.0,"9,7",16020,11900.0,21060.0,"32,3",9090.0,26310.0,"2,9","68,3","24,4","15,3","-11,8","3,80000000000001",0,20123.0,3673.0,714.0,0.0,5148.0,1687.0,1076.0,496.0,0.0,2022
6919969259,"35,8",13850,7130.0,21580.0,"46,9",2390.0,28910.0,"12,1",16170,11810.0,21800.0,"32,4",9020.0,27700.0,"3,1","68,4","24,9","14,9","-12,7","4,50000000000001",0,92646.0,18382.0,3370.0,0.0,24299.0,7947.0,5106.0,2424.0,0.0,2022
69204,"64,3",26330,17790.0,37040.0,"14,5",9910.0,52030.0,"5,2",25660,18690.0,34660.0,"9,2",13400.0,47360.0,"3,5","75,7","29,5","3,9","-20,5","11,4",0,20912.0,1192.0,217.0,0.0,3843.0,1126.0,399.0,369.0,0.0,2022
69243,37,17330,10620.0,23440.0,32,4950.0,30760.0,"6,2",18500,13710.0,23420.0,"21,2",10680.0,29530.0,"2,8",65,"31,1","10,1","-13,6","7,40000000000001",0,10519.0,1142.0,273.0,0.0,2786.0,1023.0,380.0,410.0,0.0,2022
69256,"32,7",13580,6960.0,20780.0,"47,9",2210.0,28300.0,"12,8",15930,11710.0,21390.0,"33,1",8990.0,27370.0,3,"71,2","20,9","16,1","-12,1","3,90000000000001",0,53012.0,10712.0,1882.0,0.0,14010.0,4763.0,3092.0,1177.0,0.0,2022
69259,"36,7",13890,7020.0,21920.0,"46,9",2250.0,29420.0,"13,1",16220,11790.0,22020.0,"32,4",9000.0,28120.0,"3,1","68,3",25,"14,7","-12,9","4,89999999999999",0,72523.0,14709.0,2656.0,0.0,19151.0,6260.0,4030.0,1928.0,0.0,2022
69264,"43,7",17180,9310.0,25160.0,"36,3",3920.0,34290.0,"8,7",18340,13170.0,24690.0,"24,2",9930.0,32010.0,"3,2","69,2","28,9",10,"-15,1",7,0,36968.0,5621.0,1233.0,0.0,9537.0,3692.0,1559.0,881.0,0.0,2022
69266,"51,9",19900,11420.0,29170.0,"29,1",5110.0,39730.0,"7,8",20370,14360.0,27770.0,"19,6",10420.0,36310.0,"3,5","80,8","21,7","7,7","-17,1","6,90000000000001",0,158237.0,19444.0,3853.0,0.0,51986.0,14970.0,6764.0,3226.0,0.0,2022
69275,"51,7",20260,12960.0,27930.0,"25,1",6210.0,37020.0,6,20730,15160.0,26940.0,"16,1",11120.0,34610.0,"3,1","74,8","26,4","7,5","-16,2","7,50000000000001",0,29937.0,2986.0,625.0,0.0,6511.0,2304.0,960.0,621.0,0.0,2022
69282,"56,5",22460,14940.0,31150.0,"19,8",8480.0,41740.0,"4,9",22570,16650.0,29560.0,"12,2",12300.0,38240.0,"3,1","77,4","26,5","5,4","-17,5","8,19999999999999",0,35106.0,2441.0,523.0,0.0,6859.0,2124.0,722.0,599.0,0.0,2022
69286,"44,6",17710,9140.0,27240.0,"36,2",4280.0,39510.0,"9,2",18850,13260.0,26500.0,"23,9",10240.0,36600.0,"3,6","73,3","25,1","9,9","-16,6","8,29999999999998",0,32933.0,5054.0,1221.0,0.0,7402.0,2453.0,1286.0,678.0,0.0,2022
69290,"49,5",19330,11660.0,27180.0,"28,4",5960.0,36460.0,"6,1",20170,14610.0,26280.0,"18,3",10920.0,33930.0,"3,1","76,1","24,9","8,1","-15,8","6,7",0,50985.0,5130.0,1152.0,0.0,11263.0,3767.0,1553.0,1022.0,0.0,2022
70279,"33,5",15590,8490.0,22540.0,"39,9",2560.0,30730.0,12,16950,12760.0,22620.0,"27,2",9720.0,29230.0,3,"59,1","34,3","12,5",-13,"7,09999999999999",0,4547.0,617.0,161.0,0.0,1564.0,465.0,220.0,311.0,0.0,2022
70285,"43,2",19430,13070.0,26370.0,"24,7",7120.0,34660.0,"4,9",19830,15010.0,25590.0,"15,8",11430.0,32580.0,"2,8","69,8","31,7","7,1","-14,3","5,7",0,9726.0,693.0,219.0,0.0,2216.0,769.0,259.0,295.0,0.0,2022
70310,"39,1",17700,10760.0,24910.0,"31,4",4230.0,33770.0,8,18430,13790.0,24460.0,"21,5",10520.0,31700.0,3,"64,9","33,6",9,"-14,9","7,40000000000001",0,7140.0,953.0,228.0,0.0,2099.0,714.0,378.0,317.0,0.0,2022
70311,"38,3",17020,10060.0,24710.0,"34,5",3620.0,36030.0,10,17900,13080.0,24090.0,"24,6",10060.0,33370.0,"3,3","59,5","37,2","9,3","-15,5","9,5",0,5531.0,733.0,192.0,0.0,1729.0,593.0,304.0,284.0,0.0,2022
70550,"41,1",17550,9860.0,25680.0,"34,9",3380.0,36030.0,"10,7",18390,13280.0,24860.0,"23,5",10020.0,33530.0,"3,3","60,6","36,7","10,1","-15,8","8,39999999999999",0,15397.0,2861.0,935.0,0.0,4850.0,1760.0,855.0,975.0,0.0,2022
71014,"41,1",18410,11710.0,25940.0,"28,8",5230.0,36470.0,7,18940,14080.0,25100.0,"20,3",10380.0,33300.0,"3,2",59,"40,9","7,5","-16,2","8,80000000000001",0,10613.0,1100.0,255.0,0.0,2912.0,1093.0,389.0,418.0,0.0,2022
71076,"43,9",17800,10060.0,25580.0,"33,9",4000.0,36010.0,9,18520,13430.0,24680.0,23,10340.0,32910.0,"3,2","64,3",35,"9,4","-16,6","7,90000000000001",0,40322.0,6352.0,1687.0,0.0,12662.0,4876.0,1938.0,1754.0,0.0,2022
71153,"40,8",18340,11690.0,25450.0,"29,1",5560.0,34000.0,"6,1",18960,14250.0,24580.0,"19,5",10630.0,31880.0,3,"59,4","40,4","8,2","-14,7","6,69999999999999",0,18268.0,1821.0,577.0,0.0,5315.0,1627.0,709.0,700.0,0.0,2022
71270,"43,3",17460,9830.0,25600.0,"34,6",4610.0,36040.0,"7,8",18330,13320.0,24790.0,"23,6",9860.0,33120.0,"3,4","65,8","33,9",9,"-16,3","7,60000000000001",0,33931.0,5255.0,2051.0,0.0,9219.0,3338.0,1350.0,1195.0,0.0,2022
71306,"36,4",17250,10870.0,23440.0,"31,9",4270.0,31620.0,"7,4",18160,13780.0,23140.0,"20,9",10540.0,29880.0,"2,8","55,6","41,8","9,8","-13,5","6,3",0,15197.0,2396.0,505.0,0.0,4468.0,1534.0,762.0,726.0,0.0,2022
71540,43,17770,10670.0,24530.0,"33,5",5530.0,32390.0,"5,9",18850,13860.0,24010.0,"19,2",11010.0,30040.0,"2,7","58,1","41,5","8,9","-14,1","5,59999999999999",0,2601.0,271.0,54.0,0.0,464.0,173.0,59.0,54.0,0.0,2022
72003,"36,3",16560,9340.0,22810.0,"36,7",2990.0,29170.0,"9,7",17650,13020.0,22470.0,"25,1",9850.0,27710.0,"2,8","58,4","37,9","11,7","-12,9","4,90000000000001",0,9768.0,1765.0,398.0,0.0,2789.0,914.0,456.0,455.0,0.0,2022
7209572181,"48,1",19820,11300.0,28180.0,"28,9",3650.0,38790.0,"10,6",20130,14190.0,26880.0,"20,7",10100.0,35610.0,"3,5","67,9","33,5","8,1","-17,4","7,90000000000001",0,143217.0,24167.0,5425.0,0.0,42562.0,14411.0,7562.0,3375.0,0.0,2022
72181,"48,3",19940,11530.0,28280.0,"28,4",3790.0,38940.0,"10,3",20210,14300.0,26970.0,"20,3",10150.0,35720.0,"3,5","68,2","33,4","7,8","-17,5","8,10000000000001",0,136001.0,22578.0,5118.0,0.0,40556.0,13689.0,7117.0,3094.0,0.0,2022
72264,"40,7",17830,11330.0,24270.0,"29,7",5300.0,31890.0,6,18750,14190.0,23750.0,20,10300.0,30290.0,"2,9","62,2","34,7","8,2","-14,6","9,49999999999999",0,10706.0,1402.0,429.0,0.0,2922.0,1076.0,403.0,294.0,0.0,2022
73008,"54,2",22440,15250.0,31770.0,"18,6",8850.0,44820.0,"5,1",22510,16560.0,30310.0,"12,3",12230.0,41400.0,"3,4",66,"35,6","4,2","-18,1","12,3",0,30475.0,1466.0,592.0,0.0,6727.0,2367.0,605.0,744.0,0.0,2022
73011,"46,8",18950,12230.0,26800.0,"27,4",6590.0,35470.0,"5,4",19740,14450.0,26000.0,"18,1",10940.0,33340.0,3,"67,4","31,5","6,9",-16,"10,2",0,18423.0,1548.0,471.0,0.0,4295.0,1446.0,484.0,576.0,0.0,2022
73065,"49,8",20210,12160.0,29340.0,"27,1",5960.0,40570.0,"6,8",20620,14670.0,28100.0,"18,3",10750.0,37380.0,"3,5","70,9","29,8","7,1","-17,9","10,1",0,55480.0,6077.0,1990.0,0.0,16832.0,4811.0,1833.0,1667.0,0.0,2022
74012,"37,2",21250,11420.0,34980.0,"28,9",5230.0,52930.0,"10,1",21440,14040.0,33740.0,"21,6",9600.0,50410.0,"5,3","84,6","18,8","5,1","-14,8","6,3",0,36674.0,3038.0,846.0,0.0,6870.0,1930.0,1307.0,503.0,0.0,2022
74042,55,23980,16110.0,34080.0,"17,4",9270.0,47290.0,"5,1",23700,17230.0,32260.0,"11,9",12450.0,44550.0,"3,6","86,3","18,8",4,"-16,4","7,29999999999998",0,12687.0,544.0,193.0,0.0,2229.0,730.0,202.0,156.0,0.0,2022
74081,"51,7",20670,13720.0,28890.0,"22,7",8080.0,39530.0,"4,9",20940,15600.0,27620.0,15,11600.0,36860.0,"3,2","76,5","25,6","5,5","-16,3","8,7",0,17995.0,1142.0,407.0,0.0,3444.0,1037.0,390.0,294.0,0.0,2022
74133,"35,5",23700,11480.0,42370.0,"27,9",4650.0,65140.0,14,23510,13710.0,40320.0,"22,7",9190.0,62690.0,"6,8","82,6","21,1","3,8","-14,7","7,20000000000002",0,10269.0,869.0,178.0,0.0,1743.0,414.0,347.0,149.0,0.0,2022
74243,"43,2",32760,16950.0,54910.0,"18,3",7180.0,78830.0,11,31730,17950.0,52250.0,"14,2",11100.0,75570.0,"6,8","91,1","15,5","2,2","-15,6","6,79999999999998",0,14273.0,661.0,167.0,0.0,1988.0,535.0,295.0,163.0,0.0,2022
74281,"55,3",23530,15190.0,34810.0,"19,2",8610.0,50600.0,"5,9",23260,16540.0,32800.0,"13,5",11820.0,46320.0,"3,9","77,7","26,5","3,8","-18,4","10,4",0,36581.0,2020.0,689.0,0.0,7188.0,2285.0,826.0,660.0,0.0,2022
75056,69,30150,15840.0,50410.0,20,7230.0,81970.0,"11,3",28270,17040.0,44400.0,"15,2",10820.0,68990.0,"6,4","88,3","19,2","2,8","-29,5","19,2",0,2230540.0,144243.0,25951.0,0.0,453687.0,100330.0,71730.0,31383.0,0.0,2022
76057,"46,1",20260,13690.0,26960.0,"22,6",7570.0,35710.0,"4,7",20530,15480.0,26060.0,"14,4",11890.0,33000.0,"2,8","73,8","29,4","7,3","-14,6","4,09999999999998",0,11077.0,882.0,289.0,0.0,2681.0,936.0,332.0,258.0,0.0,2022
7609576540,"50,6",20520,10730.0,31340.0,"30,1",3330.0,45810.0,"13,7",20650,13840.0,29230.0,"21,8",9570.0,40640.0,"4,2",78,"25,8","7,8","-19,8","8,2",0,112568.0,19054.0,4893.0,0.0,42787.0,11248.0,5989.0,3450.0,0.0,2022
76157,"40,3",16600,8550.0,24480.0,"38,2",2510.0,32630.0,13,17770,12770.0,23920.0,"26,5",9560.0,30500.0,"3,2","65,8","31,8",12,"-13,5","3,90000000000001",0,13497.0,2532.0,660.0,0.0,3895.0,1404.0,709.0,572.0,0.0,2022
7617876561,"47,3",19210,11750.0,25890.0,"28,7",5420.0,33290.0,"6,1",19840,14700.0,25210.0,"18,2",10850.0,31180.0,"2,9","65,5","35,5","8,8",-14,"4,2",0,12498.0,1748.0,335.0,0.0,2923.0,1002.0,561.0,412.0,0.0,2022
76212,40,17350,9430.0,24360.0,"35,1",2860.0,32940.0,"11,5",18250,13180.0,23920.0,"24,4",9980.0,30640.0,"3,1","71,7","26,7","11,5","-13,9",4,0,8680.0,1553.0,330.0,0.0,2751.0,1013.0,505.0,269.0,0.0,2022
76217,"38,9",16830,8970.0,24490.0,"36,5",1890.0,34370.0,"18,2",17810,13020.0,23840.0,"25,1",9840.0,31890.0,"3,2","55,6","40,8","11,2","-14,7","7,10000000000001",0,26859.0,5164.0,1080.0,0.0,8492.0,2767.0,1945.0,1472.0,0.0,2022
76231,"34,7",14980,6870.0,22630.0,"44,4",790.0,30770.0,"38,8",16790,11920.0,22420.0,"31,4",9110.0,29010.0,"3,2","65,8","27,2","15,2","-12,7","4,5",0,16073.0,3970.0,764.0,0.0,5656.0,1807.0,1495.0,722.0,0.0,2022
76259,"40,3",17820,11020.0,24550.0,"31,1",4730.0,33930.0,"7,2",18600,14090.0,24030.0,"20,1",10600.0,31510.0,3,59,"38,5","9,5","-14,6","7,59999999999999",0,16089.0,2096.0,448.0,0.0,4725.0,1752.0,839.0,776.0,0.0,2022
76305,"42,6",18320,11600.0,24620.0,"29,7",5540.0,31790.0,"5,7",19150,14470.0,24110.0,"18,6",11110.0,29710.0,"2,7","70,8","28,6","10,2",-13,"3,39999999999999",0,8900.0,1221.0,202.0,0.0,2258.0,764.0,445.0,247.0,0.0,2022
76319,"46,5",19360,11200.0,26890.0,"30,2",4430.0,35200.0,"7,9",20120,14250.0,26020.0,"19,9",10510.0,32700.0,"3,1","70,4","30,2","9,4","-14,8","4,79999999999998",0,9852.0,1443.0,297.0,0.0,2291.0,759.0,439.0,231.0,0.0,2022
76351,"45,6",18520,10470.0,26940.0,"31,7",3290.0,37040.0,"11,2",19240,13820.0,25770.0,"21,5",10190.0,33860.0,"3,3","68,8","31,4","9,7",-16,"6,10000000000001",0,165331.0,29057.0,5077.0,0.0,48158.0,15138.0,10749.0,5007.0,0.0,2022
76410,"37,9",16770,9120.0,23450.0,"37,6",3080.0,30790.0,10,17870,13110.0,23080.0,"24,5",10120.0,28690.0,"2,8","61,2","34,7","12,2","-13,2","5,09999999999999",0,10532.0,1792.0,468.0,0.0,3200.0,1201.0,616.0,506.0,0.0,2022
76474,"51,7",21700,14290.0,29540.0,22,6220.0,38370.0,"6,2",21580,15990.0,27840.0,"14,5",11680.0,35700.0,"3,1",72,"32,1","6,9","-16,1","5,09999999999999",0,6216.0,778.0,103.0,0.0,1646.0,546.0,288.0,212.0,0.0,2022
76484,"45,3",18910,11810.0,25570.0,"28,7",5660.0,33590.0,"5,9",19590,14510.0,24750.0,"18,3",10920.0,31290.0,"2,9","68,8","31,3","9,2","-14,1","4,79999999999998",0,10979.0,1531.0,342.0,0.0,2736.0,885.0,547.0,264.0,0.0,2022
76498,"41,1",16760,9350.0,23950.0,"36,6",3660.0,31250.0,"8,5",17930,13240.0,23440.0,"23,8",10080.0,29260.0,"2,9","74,1","24,2","11,7","-13,3","3,3",0,21962.0,3513.0,909.0,0.0,6310.0,2314.0,1097.0,706.0,0.0,2022
76540,50,20140,10180.0,30900.0,"31,3",3050.0,44850.0,"14,7",20340,13580.0,28740.0,"22,8",9390.0,39890.0,"4,2","78,4","25,1","8,2","-19,5","7,8",0,104793.0,18427.0,4734.0,0.0,41175.0,10678.0,5798.0,3323.0,0.0,2022
76575,"40,3",16530,8580.0,23950.0,"38,7",3320.0,31470.0,"9,5",17910,12760.0,23520.0,"26,8",9670.0,29500.0,"3,1","65,3","32,1","11,8","-13,8","4,59999999999999",0,27908.0,4769.0,1311.0,0.0,7657.0,2162.0,1253.0,861.0,0.0,2022
7657576681,45,18330,10260.0,25910.0,"32,6",3920.0,33920.0,"8,7",19110,13650.0,25050.0,"22,3",10150.0,31470.0,"3,1","67,2","32,8","9,9","-14,7","4,80000000000001",0,56028.0,10044.0,2224.0,0.0,15253.0,4530.0,3057.0,1804.0,0.0,2022
77014,"62,1",23590,15030.0,33550.0,"20,8",7450.0,46530.0,"6,2",22980,16450.0,31170.0,"14,3",11360.0,41790.0,"3,7","74,4","32,1","4,5","-19,8","8,8",0,12702.0,1116.0,164.0,0.0,2569.0,902.0,370.0,175.0,0.0,2022
7708377337,"56,8",21060,12640.0,31270.0,26,6710.0,41880.0,"6,2",21340,15100.0,29380.0,"17,2",10970.0,37810.0,"3,4","84,2","21,6","6,6","-17,7","5,3",0,40364.0,3461.0,694.0,0.0,10157.0,2704.0,1152.0,622.0,0.0,2022
77108,"60,9",22660,13740.0,32030.0,"22,9",7090.0,42140.0,"5,9",22430,15740.0,29760.0,"15,4",11190.0,38050.0,"3,4",83,"23,1","6,1","-18,6","6,40000000000001",0,56298.0,4927.0,880.0,0.0,11465.0,3436.0,1613.0,890.0,0.0,2022
77131,"47,3",19110,12050.0,26340.0,"27,5",5380.0,34790.0,"6,5",19730,14710.0,25510.0,"17,1",10750.0,32480.0,3,"70,4","29,5","8,3",-16,"7,8",0,14864.0,1695.0,194.0,0.0,3730.0,1374.0,541.0,598.0,0.0,2022
77152,49,18420,10430.0,27360.0,"32,8",4690.0,37410.0,8,19240,13700.0,26200.0,"21,9",10110.0,34220.0,"3,4",77,"24,6","9,5","-16,2","5,09999999999998",0,23382.0,3485.0,505.0,0.0,5966.0,1909.0,1332.0,586.0,0.0,2022
77183,"49,8",19890,12680.0,27880.0,"25,6",6650.0,36660.0,"5,5",20200,15030.0,26690.0,"16,7",10920.0,33830.0,"3,1","76,8",26,"7,2","-16,1","6,09999999999999",0,9481.0,775.0,112.0,0.0,2250.0,825.0,301.0,205.0,0.0,2022
77243,65,24610,16080.0,34920.0,"17,9",8740.0,47840.0,"5,5",23920,17130.0,32060.0,"12,5",12040.0,42530.0,"3,5","84,4","23,8","4,4","-21,3","8,69999999999999",0,21404.0,1574.0,195.0,0.0,4367.0,1487.0,536.0,263.0,0.0,2022
77284,"48,6",17790,10250.0,26230.0,"34,1",4990.0,35450.0,"7,1",18930,13720.0,25340.0,"21,9",10050.0,32810.0,"3,3","80,2","20,7","9,5",-16,"5,59999999999999",0,56129.0,7689.0,1266.0,0.0,14262.0,5088.0,2467.0,1325.0,0.0,2022
77285,"45,6",17030,9910.0,25040.0,"35,9",4880.0,33660.0,"6,9",18600,13590.0,24330.0,"21,8",10310.0,31370.0,3,"74,6","24,8","11,2","-15,1","4,49999999999999",0,20984.0,2924.0,501.0,0.0,4941.0,1677.0,868.0,441.0,0.0,2022
7728577288,"47,1",16910,9500.0,25700.0,"36,9",4220.0,35370.0,"8,4",18280,13230.0,24720.0,"24,1",9900.0,32460.0,"3,3","78,8","21,8","10,7","-16,7","5,40000000000001",0,62672.0,9814.0,1601.0,0.0,16204.0,5574.0,3008.0,1433.0,0.0,2022
77288,"47,8",16860,9290.0,26220.0,"37,4",3830.0,36320.0,"9,5",18080,12950.0,24960.0,"25,4",9720.0,33090.0,"3,4",81,"20,2","10,5","-17,5","5,8",0,41688.0,6890.0,1100.0,0.0,11263.0,3897.0,2140.0,992.0,0.0,2022
77296,"57,1",21370,13330.0,29650.0,"24,2",7180.0,37780.0,"5,3",21700,15750.0,27990.0,"15,2",11450.0,34470.0,3,"87,8","17,2","7,4","-16,3","3,89999999999999",0,17038.0,1413.0,292.0,0.0,3714.0,1215.0,489.0,213.0,0.0,2022
